"ANNEXURE-II"
"List of Courses (Lab)"
"Course    Title                                                            Slots"
"Code"
"CSE3003   Computer Networks                      L1+L2     L17+L18   L49+L50   L35+L36   L1+L2     L11+L12"
"CSE3003   Computer Networks                      L43+L44   L35+L36   L1+L2     L11+L12   L1+L2     L11+L12"
"CSE3003   Computer Networks                      L27+L28   L39+L40   L11+L12   L25+L26   L1+L2     L39+L40"
"CSE3003   Computer Networks                      L25+L26   L35+L36   L1+L2     L25+L26   L39+L40   L35+L36"
"CSE3003   Computer Networks                      L11+L12   L25+L26   L39+L40   L25+L26   L39+L40   L1+L2"
"CSE3003   Computer Networks                      L25+L26   L39+L40   L11+L12"
"CSE4004   Web Technologies                       L31+L32   L9+L10    L47+L48   L37+L38   L13+L14   L29+L30"
"CSE4004   Web Technologies                       L21+L22   L15+L16   L45+L46   L43+L44   L29+L30   L7+L8"
"CSE4002   Mobile Application Development         L41+L42   L27+L28   L5+L6     L31+L32   L3+L4     L41+L42"
"CSE4002   Mobile Application Development         L15+L16   L45+L46"
"CSE1006   Foundations for Data Analytics         L33+L34   L55+L56   L21+L22   L47+L48   L3+L4     L7+L8"
"CSE4005   Data Warehousing and Data Mining       L5+L6     L31+L32   L9+L10    L37+L38   L13+L14   L53+L54"
"CSE3002   Artificial Intelligence                L15+L16   L45+L46   L17+L18   L49+L50"
"CSE1007   Introduction to Cryptography           L17+L18   L49+L50   L27+L28"
"CSE2019   Machine Learning                       L57+L58   L33+L34"
"CSE3014   Software Design with UML               L31+L32   L45+L46"
"CSE3024   Compiler Design                        L55+L56   L49+L50"
"CSE1018   Cyber Physical System Security         L5+L6     L31+L32"
"CSE1005   Software Engineering                   L49+L50"
"CSE2005   Object Oriented Programming            L33+L34"
"CSE2008   Operating Systems                      L27+L28"
"CSE3005   Distributed Systems                    L55+L56"
"CSE4016   Database Administration                L45+L46   L33+L34"
"SWE1002   Principles of Software Engineering     L25+L26"
"SWE2006   Database Systems                       L9+L10"
"SWE2007   Fundamentals of Operating Systems      L13+L14"
"SWE2008   Object Oriented Analysis and Design    L27+L28"
"SWE4001   Internet and Web Technologies          L37+L38"
"CSE4007   Digital Image Processing               L15+L16   L31+L32   L41+L42"
"ECE1007   Sensor Systems                         L5+L6     L31+L32"
"ECE2009   Data Acquisition and Transmission Systems     L7+L8     L49+L50"
"ECE3018   IoT Fundamentals                       L3+L4     L27+L28"
"ECE1002   Fundamentals of Electrical and Electronics Engineering         L39+L40"
"ECE1003   Digital Logic Design                   L11+L12"
"ECE1008   Sensors and Control Systems            L15+L16"
"ECE2001   Analog Devices and Circuits            L11+L12"
"ECE2007   Digital Signal Processing              L45+L46"
"ECE2010   Digital System Design using FPGAs      L27+L28"
"ECE2014   Microprocessors and Microcontrollers   L37+L38"
"ECE4006   Analog IC Design                       L39+L40"
"MEC2004   Fluid Mechanics                        L27+L28"
"MEC3004   Machine Design                           L55+L56"
"MEC3029   Machining Processes and Workshop Technology         L37+L38"
"MEC3005   Automation in Manufacturing              L51+L52"
"MEC4008   Automobile Engineering                   L33+L34"
"PHY1008   Modern Physics                         L3+L4"
"CHY1009   Chemistry and Environmental Studies    L11+L12"
"ENG1001   English for Essential Communication    L9+L10"
"ENG1002   English for Effective Communication    L15+L16"
